"","Phase","week","year","monthname","yearmonth","state","newcases","UE_unweight","UE_weight","CLF_unweight","CLF_weight","scenario","unemp_rt_unweight","unemp_rt_weight"
"31",3,22,2021,"Jan","2021 January","Arizona",238221,87.0972631822402,326864.959722328,853.944437822841,3514078.66936112,"scenario 1",0.101994063459559,0.0930158344411094
"32",3,24,2021,"Feb","2021 February","Arizona",58354,89.8513301248246,339667.969168026,820.977337522493,3520148.78733244,"scenario 1",0.109444348848865,0.0964925034959745
"33",3,26,2021,"Mar","2021 March","Arizona",25103,94.189257393598,350269.136500965,779.798516692201,3506423.72048302,"scenario 1",0.120786658832253,0.0998935566328859
"34",1,2,2020,"May","2020 May","Arkansas",7267,72.9999999999997,346048.142053617,756.999998288164,1389895.87639856,"scenario 1",0.0964332895179362,0.248974148301154
"35",1,6,2020,"Jun","2020 June","Arkansas",13729,98.9999999999987,204717.925053993,656.999998958876,1308800.50696926,"scenario 1",0.150684931745632,0.156416446940452
"36",1,10,2020,"Jul","2020 July","Arkansas",21548,97.1852372533034,188172.803744805,632.928473409642,1290676.53250738,"scenario 1",0.153548530894428,0.145793929776693
"37",2,13,2020,"Aug","2020 August","Arkansas",19612,93.0252016864038,172389.654807287,674.742497436347,1304115.54955194,"scenario 1",0.137867708110648,0.132188942050814
"38",2,14,2020,"Sep","2020 September","Arkansas",21541,72.5623848483639,133632.789098358,847.346832271118,1309536.96229861,"scenario 1",0.0856348098379941,0.102045832187733
"39",2,17,2020,"Oct","2020 October","Arkansas",28587,63.0413365912112,149048.450728406,904.948610180637,1311000.5023796,"scenario 1",0.0696628912205607,0.113690612976782
"40",3,19,2020,"Nov","2020 November","Arkansas",45415,43.7696271404232,135251.218175615,899.40357289315,1357638.85458317,"scenario 1",0.0486651692961677,0.0996223831684164
"41",3,21,2020,"Dec","2020 December","Arkansas",67755,40.5655938056817,131248.185276852,887.558575394886,1380397.48071599,"scenario 1",0.0457046948001528,0.0950799947916274
"42",3,22,2021,"Jan","2021 January","Arkansas",70094,39.4295715907757,118524.625403701,929.110362132948,1372186.04065501,"scenario 1",0.0424379849776486,0.0863764984426777
"43",3,24,2021,"Feb","2021 February","Arkansas",26963,50.222662670405,145728.139675091,889.083195921815,1391938.42588599,"scenario 1",0.0564881474543374,0.104694386594244
"44",3,26,2021,"Mar","2021 March","Arkansas",8409,34.1983844134525,108669.22262691,862.877869140907,1356367.96302414,"scenario 1",0.0396329372168287,0.0801178040099254
"45",1,2,2020,"May","2020 May","California",112922,468.000000000687,6350922.63144789,3934.99998612135,18278509.9942556,"scenario 1",0.118932656074031,0.347452972558693
"46",1,6,2020,"Jun","2020 June","California",126802,601.975848303098,4166394.79554179,3799.87243268189,18775221.7568084,"scenario 1",0.158420015136728,0.221909218943364
"47",1,10,2020,"Jul","2020 July","California",267605,750.422124316543,4398133.54233431,3646.03204966698,18691815.8575062,"scenario 1",0.205818850216932,0.235297286034846
"48",2,13,2020,"Aug","2020 August","California",207246,905.583237035555,4088005.64650458,3732.92553272333,18843208.8766804,"scenario 1",0.24259343753233,0.21694848649498
"49",2,14,2020,"Sep","2020 September","California",107677,960.081911653401,4328951.1842331,4418.64217378777,18799529.7000009,"scenario 1",0.2172798506629,0.23026912126599
"50",2,17,2020,"Oct","2020 October","California",114073,532.468585861241,3355195.16404722,4750.35533465586,19055999.8075544,"scenario 1",0.112090264485407,0.17607027696952
"51",3,19,2020,"Nov","2020 November","California",308627,447.214569839401,3543019.15537634,4578.82160282354,18717504.4336041,"scenario 1",0.0976702323505299,0.189289077929398
"52",3,21,2020,"Dec","2020 December","California",1080647,524.246129068473,3650859.40656824,3991.28311820056,18683994.0134452,"scenario 1",0.131347768009207,0.19540037338596
"53",3,22,2021,"Jan","2021 January","California",998666,452.431703872253,3165370.9890146,4066.84639709413,18378866.5984662,"scenario 1",0.111248780921632,0.172228846216163
"54",3,24,2021,"Feb","2021 February","California",243317,461.575890078567,3116060.78845035,4563.22123359032,18605523.3504021,"scenario 1",0.101151328513477,0.167480415883222
"55",3,26,2021,"Mar","2021 March","California",101200,464.000000011829,3086685.11638828,4393.99998420578,18591535.6603511,"scenario 1",0.105598543850632,0.166026366663785
"56",1,2,2020,"May","2020 May","Colorado",26626,117.00000063104,662631.581961108,606.999999968151,3023903.20267119,"scenario 1",0.192751236634561,0.219131214708119
"57",1,6,2020,"Jun","2020 June","Colorado",6091,156.000001081075,522651.072114379,587.999999963672,3047135.42106352,"scenario 1",0.265306124303934,0.171522101873622
"58",1,10,2020,"Jul","2020 July","Colorado",14097,158.610097354606,465716.120635833,720.538708410035,3073960.65431065,"scenario 1",0.220127101435814,0.151503604960836
"59",2,13,2020,"Aug","2020 August","Colorado",10613,166.514505236171,337356.767237347,760.216672890988,3091343.06361007,"scenario 1",0.219035587055651,0.109129514355285
"60",2,14,2020,"Sep","2020 September","Colorado",13117,152.855604374808,308766.975108689,779.9978732713,3144512.29553982,"scenario 1",0.195969257882376,0.0981923255783239
"61",2,17,2020,"Oct","2020 October","Colorado",36808,131.566604552877,304741.274823782,802.435273363505,3167333.40944402,"scenario 1",0.163959149005751,0.0962138289310298
"62",3,19,2020,"Nov","2020 November","Colorado",125554,115.061843673445,313104.754036907,743.803154477449,3194906.51700005,"scenario 1",0.154693944198556,0.098001225504058
"63",3,21,2020,"Dec","2020 December","Colorado",101195,116.077812063671,330290.230998158,768.045757920331,3167402.142277,"scenario 1",0.151133979800865,0.104277959085018
"64",3,22,2021,"Jan","2021 January","Colorado",62122,95.6648333951866,326241.719096128,777.040022781728,3152279.25145228,"scenario 1",0.12311442215385,0.103493914425832
"65",3,24,2021,"Feb","2021 February","Colorado",32122,88.027528592018,256786.572875659,754.399657324489,3122238.01734984,"scenario 1",0.116685536290156,0.0822443937485651
"66",3,26,2021,"Mar","2021 March","Colorado",33740,78.6212096049009,238071.602371549,739.52287902244,3062126.52739346,"scenario 1",0.106313424283544,0.0777471473636983
"67",1,2,2020,"May","2020 May","Connecticut",42338,105.000000089601,526979.560766008,484.999999999998,1779883.43753535,"scenario 1",0.216494845545571,0.296075321368084
"68",1,6,2020,"Jun","2020 June","Connecticut",4337,132.000000140495,362947.937968784,514.999999999996,1862889.29159103,"scenario 1",0.256310679884457,0.194830653440926
"69",1,10,2020,"Jul","2020 July","Connecticut",3144,115.000000174353,276486.333469,549.999999999999,1876168.60639341,"scenario 1",0.209090909407915,0.147367530043312
"70",2,13,2020,"Aug","2020 August","Connecticut",3204,132.00000026791,224198.814080743,592.000000000001,1851890.03881505,"scenario 1",0.222972973425523,0.121064863129886
"71",2,14,2020,"Sep","2020 September","Connecticut",4527,152.140037824073,261466.461091749,596.885817029282,1813543.44072199,"scenario 1",0.254889684900335,0.144174357901047
"72",2,17,2020,"Oct","2020 October","Connecticut",13705,101.809039946694,215968.127920746,590.337522232791,1787855.25494943,"scenario 1",0.172459035911574,0.120797322558898
"73",3,19,2020,"Nov","2020 November","Connecticut",46040,64.3437291193614,182002.471787849,547.992459980971,1762142.38001255,"scenario 1",0.117417179648048,0.103284770772356
"74",3,21,2020,"Dec","2020 December","Connecticut",68892,81.973014180089,242174.828696305,555.178234659592,1824098.22192837,"scenario 1",0.147651707258212,0.132764138347926
"75",3,22,2021,"Jan","2021 January","Connecticut",63906,60.8954364555797,171379.401143694,532.565391767439,1795329.69391578,"scenario 1",0.114343585589526,0.0954584563072087
"76",3,24,2021,"Feb","2021 February","Connecticut",29853,76.8387449907177,199004.521421122,480.040574329915,1730005.33228209,"scenario 1",0.160067188274609,0.115031160718222
"77",3,26,2021,"Mar","2021 March","Connecticut",30678,68.0000017969899,176434.195224078,474.999999999999,1761601.07656322,"scenario 1",0.143157898519979,0.100155590031933
"78",1,2,2020,"May","2020 May","Delaware",9505,93.1259504547263,122687.275200219,485.151783616916,463342.852864405,"scenario 1",0.191952196404291,0.26478724003567
"79",1,6,2020,"Jun","2020 June","Delaware",1986,94.0015645027335,81424.8678388036,464.001885388198,473337.164262231,"scenario 1",0.202588755483372,0.172022976403547
"80",1,10,2020,"Jul","2020 July","Delaware",3297,95.438866909074,72267.9424102249,439.323775271499,483086.883516536,"scenario 1",0.217240386887992,0.149596159357846
"81",2,13,2020,"Aug","2020 August","Delaware",2661,66.7871353642339,47792.7962539481,550.948581366362,482211.27508475,"scenario 1",0.121222084279808,0.0991117352980772
"82",2,14,2020,"Sep","2020 September","Delaware",3166,66.3475101171082,46926.9126140069,564.598363364196,469031.942086831,"scenario 1",0.117512756717487,0.100050568848719
"83",2,17,2020,"Oct","2020 October","Delaware",4736,46.4826012199437,40976.1457685883,561.402008592979,464162.148210042,"scenario 1",0.0827973546735989,0.0882798089559983
"84",3,19,2020,"Nov","2020 November","Delaware",10303,43.9897285437683,46059.8478311322,580.577410266175,462424.287696292,"scenario 1",0.0757689289419658,0.0996051657679864
"85",3,21,2020,"Dec","2020 December","Delaware",21802,51.2169146720066,53882.6860565348,523.261405121078,452828.963956361,"scenario 1",0.0978801688233733,0.118991253531493
"86",3,22,2021,"Jan","2021 January","Delaware",20615,40.2444897109622,46014.6950760044,562.29463595861,482408.767581324,"scenario 1",0.0715718897839967,0.0953852793901539
"87",3,24,2021,"Feb","2021 February","Delaware",8728,51.1885536441314,49431.685058797,592.842544392205,488400.515067755,"scenario 1",0.0863442648108378,0.101211369631622
"88",3,26,2021,"Mar","2021 March","Delaware",8003,41.176684861469,40370.7713015887,567.597606632889,489662.295106909,"scenario 1",0.0725455575927071,0.0824461505511149
"89",1,2,2020,"May","2020 May","District of Columbia",8801,75.0000005650114,100740.326181242,832.999999999992,392517.826627534,"scenario 1",0.0900360150840482,0.256651594774154
"90",1,6,2020,"Jun","2020 June","District of Columbia",1526,72.1573606706286,70241.3526683793,782.846182563188,399445.246809723,"scenario 1",0.092173101533652,0.17584726124389
"91",1,10,2020,"Jul","2020 July","District of Columbia",1799,51.6953166629589,52713.0729659939,800.476601082935,392649.716082428,"scenario 1",0.0645806718060493,0.134249614368569
"92",2,13,2020,"Aug","2020 August","District of Columbia",1866,104.203444802606,60081.9809164419,907.363316378494,408290.866528229,"scenario 1",0.114842029561551,0.147154849255703
"93",2,14,2020,"Sep","2020 September","District of Columbia",1334,85.5014148240379,49013.4837224946,859.856181880743,403150.766772501,"scenario 1",0.0994368786615253,0.121576064743424
"94",2,17,2020,"Oct","2020 October","District of Columbia",1940,76.600519175088,48282.5787515529,890.111447473917,398729.56461283,"scenario 1",0.0860572228258335,0.121091042743308
"95",3,19,2020,"Nov","2020 November","District of Columbia",4286,58.7199201007173,54024.915198846,935.804594210703,404888.454989825,"scenario 1",0.0627480570879694,0.133431602045071
"96",3,21,2020,"Dec","2020 December","District of Columbia",7431,56.2800831113282,49447.5530721143,948.195405789285,413584.260807021,"scenario 1",0.0593549417848953,0.119558594845046
"97",3,22,2021,"Jan","2021 January","District of Columbia",7889,52.4513948550451,51961.2433653777,998.201968947442,407051.24600276,"scenario 1",0.0525458739681236,0.127652829651394
"98",3,24,2021,"Feb","2021 February","District of Columbia",3726,55.2071055240905,45897.6461784825,928.164347115122,410064.648433282,"scenario 1",0.0594798816563928,0.111927829804012
"99",3,26,2021,"Mar","2021 March","District of Columbia",3915,58.1834598715012,45082.7475843978,852.979954558125,405119.585139896,"scenario 1",0.0682119896963375,0.111282567513564
"100",1,2,2020,"May","2020 May","Florida",56172,264.367183298053,3369316.28188695,1732.32751266146,9758706.03561482,"scenario 1",0.152608084421572,0.345262606496239
"101",1,6,2020,"Jun","2020 June","Florida",96297,404.519909591155,2527069.07535602,1660.93305353632,9785831.93447601,"scenario 1",0.243549797946332,0.258237530776818
"102",1,10,2020,"Jul","2020 July","Florida",317975,436.636667475982,2387686.85233663,1700.20047643835,9938050.08251069,"scenario 1",0.256814813033501,0.24025707583609
"103",2,13,2020,"Aug","2020 August","Florida",153027,322.98682852732,1818230.56765177,1766.41518586289,10086086.3905434,"scenario 1",0.182848761215524,0.180271167353526
"104",2,14,2020,"Sep","2020 September","Florida",83054,299.753168351109,1726092.245463,2237.09747408154,10013150.3612303,"scenario 1",0.133992001611005,0.17238253528542
"105",2,17,2020,"Oct","2020 October","Florida",96075,201.168478375661,1555614.19929905,2397.21242657976,10151066.2898122,"scenario 1",0.083917668766084,0.153246383669101
"106",3,19,2020,"Nov","2020 November","Florida",196719,141.49098524797,1390667.06117701,2343.51860883167,10116226.0528029,"scenario 1",0.0603754477198319,0.137468958672756
"107",3,21,2020,"Dec","2020 December","Florida",324165,197.627323741796,1823171.42662582,2307.10334746629,10123997.7093401,"scenario 1",0.0856603688598672,0.180084140570658
"108",3,22,2021,"Jan","2021 January","Florida",397893,152.464683681083,1410788.59164351,2389.68682502992,10206797.5782413,"scenario 1",0.0638011148926069,0.138220492845965
"109",3,24,2021,"Feb","2021 February","Florida",187845,125.54010445025,1047058.53330688,2382.6734238147,10207471.6919638,"scenario 1",0.0526887584322228,0.102577657318532
"110",3,26,2021,"Mar","2021 March","Florida",148603,184.44467003163,1509609.35539489,2266.83166569685,10136249.1852468,"scenario 1",0.0813667255591869,0.148931752545321
"111",1,2,2020,"May","2020 May","Georgia",48097,132.000000019345,1271638.67845784,933.999997640858,4863347.861051,"scenario 1",0.141327623504022,0.261473930055874
"112",1,6,2020,"Jun","2020 June","Georgia",34712,206.000000036096,975198.441260917,911.999997492095,4946163.65539754,"scenario 1",0.225877193643174,0.19716259088935
"113",1,10,2020,"Jul","2020 July","Georgia",104023,208.175725102718,893050.144038587,906.701183024587,4958018.0135896,"scenario 1",0.229596838517716,0.180122408105577
"114",2,13,2020,"Aug","2020 August","Georgia",84845,208.150995528697,769278.439713916,880.29502393282,4883765.41864208,"scenario 1",0.236455949277957,0.157517483697612
"115",2,14,2020,"Sep","2020 September","Georgia",47530,178.795722232713,697495.048110918,1103.07057863138,4866001.39930545,"scenario 1",0.162089104447469,0.143340494766499
"116",2,17,2020,"Oct","2020 October","Georgia",43347,113.394787055889,622286.762790605,1191.49946152177,5032688.02104475,"scenario 1",0.0951698181307289,0.123648984437033
"117",3,19,2020,"Nov","2020 November","Georgia",111300,91.368176356689,625180.674632466,1214.93417922088,5088641.10216032,"scenario 1",0.0752042192238615,0.122858079805835
"118",3,21,2020,"Dec","2020 December","Georgia",192599,79.9902178639014,583913.713907838,1203.43071982189,5110754.60392717,"scenario 1",0.0664684859264189,0.114251956738277
"119",3,22,2021,"Jan","2021 January","Georgia",243157,91.2373579171777,603295.575934125,1192.82955411377,5143025.6712794,"scenario 1",0.0764881768753324,0.117303629126947
"120",3,24,2021,"Feb","2021 February","Georgia",97610,111.945367235087,641136.278904294,1236.99840609051,5178054.43322525,"scenario 1",0.0904975840582416,0.123817987464637
"121",3,26,2021,"Mar","2021 March","Georgia",53603,76.9416526711651,453137.294017152,1200.24085636189,5125050.28851927,"scenario 1",0.0641051771095235,0.0884161654047051
"122",1,2,2020,"May","2020 May","Hawaii",655,126.999999999968,279814.698290542,680.999999999995,637346.753525468,"scenario 1",0.186490455212876,0.439030554000242
"123",1,6,2020,"Jun","2020 June","Hawaii",262,169.312629741808,187958.965775906,654.4783513531,633141.721398697,"scenario 1",0.258698594677368,0.296867130096368
"124",1,10,2020,"Jul","2020 July","Hawaii",1199,213.538819233967,215474.408115795,662.10309121293,649546.065391449,"scenario 1",0.322515967781962,0.331730757211098
"125",2,13,2020,"Aug","2020 August","Hawaii",6356,181.822509195154,169635.451445599,726.584940513301,651760.302117676,"scenario 1",0.250242606276293,0.260272758089785
"126",2,14,2020,"Sep","2020 September","Hawaii",4125,153.205736011159,144492.925972482,738.006729028865,648448.584515231,"scenario 1",0.207593955427426,0.222828655074484
"127",2,17,2020,"Oct","2020 October","Hawaii",2687,134.421430633643,170968.696406644,709.889532503653,644633.170585919,"scenario 1",0.189355420074392,0.265218583541469
"128",3,19,2020,"Nov","2020 November","Hawaii",2942,62.0000000000582,126178.188442514,717.99999999999,648394.70511046,"scenario 1",0.0863509749304443,0.194600892709354
"129",3,21,2020,"Dec","2020 December","Hawaii",3781,82.9999999999674,161155.605213571,698.000000000017,647304.880134106,"scenario 1",0.118911174785051,0.248963989241334
"130",3,22,2021,"Jan","2021 January","Hawaii",4640,74.8716637684535,134784.739215798,701.765715515435,639358.126971297,"scenario 1",0.106690398395227,0.210812584574918
"131",3,24,2021,"Feb","2021 February","Hawaii",1776,74.8272114158212,121508.090848228,696.171639872667,632104.945040113,"scenario 1",0.107483854742356,0.192227717567558
"132",3,26,2021,"Mar","2021 March","Hawaii",2441,74.0000000002199,124242.218998144,688.999999999992,627011.23002188,"scenario 1",0.107402031930654,0.198149910319483
"133",1,2,2020,"May","2020 May","Idaho",2841,88.0000000003099,200628.124156319,759.999999998452,847171.123747941,"scenario 1",0.115789473684854,0.236821249606251
"134",1,6,2020,"Jun","2020 June","Idaho",3278,86.6857683384717,102858.681418464,767.190524597622,873180.243376524,"scenario 1",0.112991187402812,0.117797765351077
"135",1,10,2020,"Jul","2020 July","Idaho",14599,62.496100582901,77150.0517269627,765.461249646962,892181.319598669,"scenario 1",0.0816450220200236,0.0864735116418569
"136",2,13,2020,"Aug","2020 August","Idaho",11367,81.0672847249932,69977.449238223,750.179808263179,896761.241779805,"scenario 1",0.108063805279804,0.0780335344325748
"137",2,14,2020,"Sep","2020 September","Idaho",11016,66.7055259712677,53180.2465118221,972.486329050908,899956.357215185,"scenario 1",0.0685927647295243,0.0590920282805518
"138",2,17,2020,"Oct","2020 October","Idaho",21512,50.3983630600477,47212.1522751681,983.905455828439,888019.879615938,"scenario 1",0.0512227701975825,0.0531656479307501
"139",3,19,2020,"Nov","2020 November","Idaho",37087,51.3221032778734,59163.2102829391,952.53450999464,863601.241067752,"scenario 1",0.0538795211505379,0.0685075558828402
"140",3,21,2020,"Dec","2020 December","Idaho",39393,50.9393248801421,64057.5449985172,1012.78004805692,886228.443160743,"scenario 1",0.0502965327741916,0.072281075486649
"141",3,22,2021,"Jan","2021 January","Idaho",21597,44.8388594437036,62338.6794126167,1016.95623724975,891895.564574596,"scenario 1",0.0440912379523484,0.0698945951618787
"142",3,24,2021,"Feb","2021 February","Idaho",8635,45.1713102143232,60590.4312613111,1031.80219018092,890252.637147523,"scenario 1",0.0437790408318502,0.0680598166554722
"143",3,26,2021,"Mar","2021 March","Idaho",9215,45.3753595170986,57012.5757718153,981.703647104561,887744.884751737,"scenario 1",0.0462210359011386,0.0642218015007309
"144",1,2,2020,"May","2020 May","Illinois",120643,160.74440562996,1912510.36007779,1264.24408314588,6139390.6634027,"scenario 1",0.127146654489355,0.311514686869235
"145",1,6,2020,"Jun","2020 June","Illinois",22771,200.744405636945,1257116.9792006,1203.24408314588,6147130.96313492,"scenario 1",0.166835979872096,0.204504668395661
"146",1,10,2020,"Jul","2020 July","Illinois",36712,196.580908512829,1156815.27139293,1388.28845438631,6067513.78474187,"scenario 1",0.141599469398258,0.190657213552939
"147",2,13,2020,"Aug","2020 August","Illinois",56622,204.361919234217,911518.349597818,1430.06950373964,6089708.65471802,"scenario 1",0.142903487347859,0.149681766613189
"148",2,14,2020,"Sep","2020 September","Illinois",58983,219.817978097331,1018795.42055051,1508.25700309272,6142047.74020771,"scenario 1",0.145743051513494,0.165872273164073
"149",2,17,2020,"Oct","2020 October","Illinois",120841,144.142473477836,795406.019896867,1542.98799196807,6220933.27692623,"scenario 1",0.0934177545309232,0.127859596701844
"150",3,19,2020,"Nov","2020 November","Illinois",315889,153.307407037415,991387.054517647,1565.2015629577,6332239.24395605,"scenario 1",0.0979473894389143,0.156561844289743
"151",3,21,2020,"Dec","2020 December","Illinois",231133,132.117150256361,922019.326318022,1458.21804409299,6144465.52803057,"scenario 1",0.0906017798857626,0.150056879986037
"152",3,22,2021,"Jan","2021 January","Illinois",162779,115.757237399088,825117.354975589,1448.21718875109,6104185.3045863,"scenario 1",0.0799308545004319,0.135172396282866
"153",3,24,2021,"Feb","2021 February","Illinois",60373,131.272308070754,844456.837597192,1427.65533565772,6091039.50169798,"scenario 1",0.0919495797003954,0.138639199000726
"154",3,26,2021,"Mar","2021 March","Illinois",57769,111.153807100824,698908.280047539,1371.61674906189,6138246.30693405,"scenario 1",0.0810385314825346,0.113861230895544
"155",1,2,2020,"May","2020 May","Indiana",34589,110.000000000013,927971.971802205,823.99999999987,3188388.58515409,"scenario 1",0.133495145631105,0.29104732595113
"156",1,6,2020,"Jun","2020 June","Indiana",11017,122.000000000012,513302.869351765,792.999999999824,3297763.76140048,"scenario 1",0.153846153846202,0.155651801187171
"157",1,10,2020,"Jul","2020 July","Indiana",20742,123.000000000013,486416.013974902,789.999999999809,3310574.76753724,"scenario 1",0.1556962025317,0.146927965120918
"158",2,13,2020,"Aug","2020 August","Indiana",27850,109.000000000009,322655.098921264,815.999999999809,3338569.80266382,"scenario 1",0.133578431372592,0.0966447065638167
"159",2,14,2020,"Sep","2020 September","Indiana",25830,105.649135739348,331982.874758608,909.530381387553,3347784.12016539,"scenario 1",0.116157896318068,0.0991649589228016
"160",2,17,2020,"Oct","2020 October","Indiana",59332,87.2514469504895,295839.082962198,906.307309001202,3395529.34165494,"scenario 1",0.0962713707413936,0.087126056998821
"161",3,19,2020,"Nov","2020 November","Indiana",159617,50.7462144710051,231173.698080986,889.712395864391,3269453.15327165,"scenario 1",0.0570366499409094,0.0707071449699951
"162",3,21,2020,"Dec","2020 December","Indiana",172508,62.7533988063923,285357.397116762,909.077861988535,3408207.54196989,"scenario 1",0.0690297293887724,0.0837265317920839
"163",3,22,2021,"Jan","2021 January","Indiana",115197,54.488906264473,268529.069617414,904.880475158197,3363177.93422769,"scenario 1",0.0602166891212311,0.079843848547097
"164",3,24,2021,"Feb","2021 February","Indiana",34993,51.5348832633314,223525.661403442,875.919074249013,3281900.12908032,"scenario 1",0.0588352106700221,0.0681086116615257
"165",3,26,2021,"Mar","2021 March","Indiana",24835,70.5760145051377,305414.35389167,815.572502349579,3234005.27804998,"scenario 1",0.0865355493249413,0.0944384215958445
"166",1,2,2020,"May","2020 May","Iowa",19685,61.2627326772468,270112.804382361,639.869342869317,1631788.26949873,"scenario 1",0.0957425658221583,0.165531772369792
"167",1,6,2020,"Jun","2020 June","Iowa",9403,82.6116567058891,176922.571244198,587.439666639796,1587988.82596934,"scenario 1",0.140630027894498,0.111412982478766
"168",1,10,2020,"Jul","2020 July","Iowa",15709,80.9517930914806,164577.202070875,603.705173019743,1607461.46173469,"scenario 1",0.13409160084973,0.102383295642604
"169",2,13,2020,"Aug","2020 August","Iowa",20366,64.0000000001434,107516.746052579,571.999999908341,1600117.49231405,"scenario 1",0.111888111906292,0.0671930321173421
"170",2,14,2020,"Sep","2020 September","Iowa",24117,66.5807473703724,113388.209682536,684.369251252906,1621201.60507123,"scenario 1",0.0972877540136118,0.0699408446968286
