"","Phase","week","year","monthname","yearmonth","state","newcases","UE_unweight","UE_weight","CLF_unweight","CLF_weight","scenario","unemp_rt_unweight","unemp_rt_weight"
"171",2,17,2020,"Oct","2020 October","Iowa",39231,41.7751976286523,85949.4603074956,704.407362171351,1666337.52261172,"scenario 1",0.0593054528843641,0.0515798625075569
"172",3,19,2020,"Nov","2020 November","Iowa",102132,48.4079806463447,110952.22799254,657.993588587118,1621428.62751711,"scenario 1",0.0735690764864277,0.0684286845005574
"173",3,21,2020,"Dec","2020 December","Iowa",51125,41.4779647762806,109430.399626715,623.012211306692,1656391.36418154,"scenario 1",0.0665764876249947,0.0660655458565418
"174",3,22,2021,"Jan","2021 January","Iowa",37642,37.3233419130284,107580.659253032,619.897536285325,1636579.54017109,"scenario 1",0.0602088889345889,0.0657350630460557
"175",3,24,2021,"Feb","2021 February","Iowa",17418,45.0518957406352,107149.02334925,649.485032089119,1630671.30604809,"scenario 1",0.0693655642774742,0.065708535467472
"176",3,26,2021,"Mar","2021 March","Iowa",14581,40.5566894516239,104869.429497658,638.820834629134,1643723.66787611,"scenario 1",0.0634867982588092,0.063799914515535
"177",1,2,2020,"May","2020 May","Kansas",9706,71.0000000000313,293694.707897584,656.99999998576,1518674.54195228,"scenario 1",0.10806697108306,0.193388839928821
"178",1,6,2020,"Jun","2020 June","Kansas",4671,95.0000000000108,183633.364374302,617.999999989936,1483209.5032892,"scenario 1",0.153721682850417,0.123808109351425
"179",1,10,2020,"Jul","2020 July","Kansas",12992,82.5907759301095,140470.987904095,701.514492333747,1491006.87931063,"scenario 1",0.117732102234057,0.094212166190033
"180",2,13,2020,"Aug","2020 August","Kansas",15243,96.6385193985894,135432.676828936,732.654379864545,1468222.75403479,"scenario 1",0.131901919997334,0.0922425949718848
"181",2,14,2020,"Sep","2020 September","Kansas",18510,86.3125746782765,114313.587716336,703.219731864841,1420576.07433724,"scenario 1",0.122739125151377,0.0804698810443281
"182",2,17,2020,"Oct","2020 October","Kansas",25748,59.928351415203,108565.164622501,711.384603210547,1425505.56980773,"scenario 1",0.0842418449102506,0.0761590602814302
"183",3,19,2020,"Nov","2020 November","Kansas",73008,58.8735710592999,119297.431842676,714.725030449124,1480238.92702096,"scenario 1",0.0823723369843428,0.0805933621018643
"184",3,21,2020,"Dec","2020 December","Kansas",65356,56.3382509024067,124062.695603707,687.121902817081,1455364.14704837,"scenario 1",0.0819916388510243,0.0852451229167067
"185",3,22,2021,"Jan","2021 January","Kansas",51807,46.9202429213757,104475.328972596,704.419810604466,1458744.5639844,"scenario 1",0.0666083523135348,0.0716200296830808
"186",3,24,2021,"Feb","2021 February","Kansas",18957,53.2712847541718,112694.817717062,675.685079204424,1441841.31165651,"scenario 1",0.0788404041967232,0.0781603473322516
"187",3,26,2021,"Mar","2021 March","Kansas",7966,58.1264289407304,111556.201020462,672.274969518116,1474887.9186048,"scenario 1",0.086462283405249,0.0756370701890289
"188",1,2,2020,"May","2020 May","Kentucky",9767,103.000000136883,650897.563562552,493.999999999998,2004562.9864707,"scenario 1",0.20850202456859,0.324707962760774
"189",1,6,2020,"Jun","2020 June","Kentucky",5882,157.000000288101,459337.931828431,428.999999999998,1925280.43807905,"scenario 1",0.365967366638932,0.238582350261001
"190",1,10,2020,"Jul","2020 July","Kentucky",14518,122.000000244657,339229.511501564,422.000000000002,1892805.24867229,"scenario 1",0.289099526646104,0.179220504454706
"191",2,13,2020,"Aug","2020 August","Kentucky",18237,82.0000006392111,220486.832418395,486.999999999998,1998386.69814244,"scenario 1",0.168377824721173,0.110332415955002
"192",2,14,2020,"Sep","2020 September","Kentucky",20440,89.4311943714657,247567.32643839,561.041080228286,1959454.43463695,"scenario 1",0.159402221197557,0.126345028525381
"193",2,17,2020,"Oct","2020 October","Kentucky",38375,66.8870844981761,219431.353693237,628.644907428893,1970979.26148868,"scenario 1",0.106398832962377,0.111331132691625
"194",3,19,2020,"Nov","2020 November","Kentucky",71832,48.9219610514447,213880.625567735,638.829112725164,2015160.62426185,"scenario 1",0.0765806693479415,0.106135770515107
"195",3,21,2020,"Dec","2020 December","Kentucky",86212,52.9846514240428,245181.629910056,596.06993299383,2007233.30510539,"scenario 1",0.0888899917463061,0.122149044302143
"196",3,22,2021,"Jan","2021 January","Kentucky",97935,45.308583254527,203389.073552029,602.583683904293,2028806.93882217,"scenario 1",0.0751905245109877,0.100250580604829
"197",3,24,2021,"Feb","2021 February","Kentucky",41456,51.5489491198269,217579.590579429,569.709935682174,2022290.53970083,"scenario 1",0.0904827981595615,0.107590668258586
"198",3,26,2021,"Mar","2021 March","Kentucky",22524,45.917580615059,193524.052223931,605.121347037333,2001708.22560669,"scenario 1",0.0758816076145239,0.0966794509550847
"199",1,2,2020,"May","2020 May","Louisiana",40023,105.592916234611,866302.74354827,932.87506443097,2026733.94933808,"scenario 1",0.113190844369948,0.427437821244964
"200",1,6,2020,"Jun","2020 June","Louisiana",18572,138.342701729674,437183.681112454,906.446718730321,2005713.08722506,"scenario 1",0.152620886447086,0.217969202024456
"201",1,10,2020,"Jul","2020 July","Louisiana",57708,184.440105583127,512231.059859075,907.695085166196,1999992.45628534,"scenario 1",0.203196104724261,0.256116495964421
"202",2,13,2020,"Aug","2020 August","Louisiana",32619,133.421533643758,389445.58620888,903.387991329455,2022663.43732144,"scenario 1",0.147690178444159,0.192540972968105
"203",2,14,2020,"Sep","2020 September","Louisiana",18593,128.607091463525,375758.000591842,1127.92162389969,2014552.6383517,"scenario 1",0.11402130142596,0.186521808087023
"204",2,17,2020,"Oct","2020 October","Louisiana",19175,86.1636241905408,318864.471669937,1179.35557781817,2014679.37126452,"scenario 1",0.0730599200200038,0.158270579536336
"205",3,19,2020,"Nov","2020 November","Louisiana",53321,53.6307031686028,291995.293267922,1160.58219859016,2057072.90317974,"scenario 1",0.0462101721306357,0.141946983413455
"206",3,21,2020,"Dec","2020 December","Louisiana",75288,61.2350071097442,340711.728669301,1192.35678271534,2083595.85393973,"scenario 1",0.0513562785882715,0.16352102449478
"207",3,22,2021,"Jan","2021 January","Louisiana",85332,66.9643518426174,364023.433804866,1181.70996488414,2071039.48075525,"scenario 1",0.0566673327910736,0.175768466602151
"208",3,24,2021,"Feb","2021 February","Louisiana",29504,61.139834613706,307055.807566882,1170.34981959326,2069182.68160429,"scenario 1",0.0522406494110918,0.148394731067831
"209",3,26,2021,"Mar","2021 March","Louisiana",14851,52.4621307359506,269784.822238744,1124.31917284222,2063139.94357071,"scenario 1",0.0466612435357918,0.130764189351025
"210",1,2,2020,"May","2020 May","Maine",2333,79.9999999999905,166492.077378415,376.999999996904,665052.343674993,"scenario 1",0.212201591513653,0.250344320957357
"211",1,6,2020,"Jun","2020 June","Maine",924,92.6130999259426,105477.556525595,367.278237048838,669406.074827983,"scenario 1",0.252160598107063,0.157568866629571
"212",1,10,2020,"Jul","2020 July","Maine",682,104.074922019065,99612.1779444868,421.974708099488,668765.556023054,"scenario 1",0.246637819806317,0.148949324688386
"213",2,13,2020,"Aug","2020 August","Maine",595,71.5113506776601,92950.4997800111,441.12776778838,681341.462515686,"scenario 1",0.162110290712794,0.13642278489381
"214",2,14,2020,"Sep","2020 September","Maine",861,48.6836768153813,65963.531154152,417.785215908848,675683.559598167,"scenario 1",0.116528002814736,0.0976248870009223
"215",2,17,2020,"Oct","2020 October","Maine",1269,33.6601870133931,56395.77214259,427.826638184578,659037.568875896,"scenario 1",0.0786771650223216,0.0855729245280856
"216",3,19,2020,"Nov","2020 November","Maine",5097,29.8528967434214,56665.7490230704,416.837032271859,652114.51938426,"scenario 1",0.0716176693340228,0.0868953954231464
"217",3,21,2020,"Dec","2020 December","Maine",12458,24.0023506635701,47368.6133651055,400.621965507637,645838.66977351,"scenario 1",0.0599127175494638,0.0733443436914629
"218",3,22,2021,"Jan","2021 January","Maine",15129,27.2273574997561,59210.7525041136,425.364265690702,673043.095894365,"scenario 1",0.0640095083105879,0.0879746822533439
"219",3,24,2021,"Feb","2021 February","Maine",5293,32.9501088384087,66098.2978806387,399.69983824916,673126.493409164,"scenario 1",0.082437133281672,0.098195953550829
"220",3,26,2021,"Mar","2021 March","Maine",5873,32.4240498033534,60974.2643168985,403.48433121154,695617.270391792,"scenario 1",0.0803601213112636,0.0876549029361449
"221",1,2,2020,"May","2020 May","Maryland",52778,107.96150216175,761692.89142456,615.061040104535,3065540.32917019,"scenario 1",0.175529736273657,0.248469375586633
"222",1,6,2020,"Jun","2020 June","Maryland",14782,136.813092707608,508247.166331544,586.296346653021,3251240.26757395,"scenario 1",0.233351433091184,0.156324086964755
"223",1,10,2020,"Jul","2020 July","Maryland",20789,160.357790980475,552081.9590036,578.432718744517,3290974.1629215,"scenario 1",0.277228078191237,0.16775639420806
"224",2,13,2020,"Aug","2020 August","Maryland",19900,170.709740651566,408420.07065527,734.460215029844,3220958.38724405,"scenario 1",0.232428846598082,0.126800790805847
"225",2,14,2020,"Sep","2020 September","Maryland",16477,155.144731587405,351618.110160569,659.770531450809,3023847.08404681,"scenario 1",0.235149531832299,0.116281710148517
"226",2,17,2020,"Oct","2020 October","Maryland",20555,133.022846851876,387801.695761626,710.963779164983,3104786.14901515,"scenario 1",0.187102143245764,0.124904478810767
"227",3,19,2020,"Nov","2020 November","Maryland",53089,96.2626601461039,332051.177616116,722.169069406971,3068395.0794181,"scenario 1",0.133296570324111,0.1082165656709
"228",3,21,2020,"Dec","2020 December","Maryland",78292,115.768877572165,416095.592397342,696.366450801425,3111806.82768649,"scenario 1",0.166247063509349,0.13371511004322
"229",3,22,2021,"Jan","2021 January","Maryland",77811,86.9859170746267,341784.351325182,724.436816557428,3046696.83873488,"scenario 1",0.12007384921157,0.112181936509018
"230",3,24,2021,"Feb","2021 February","Maryland",27626,97.4855880186809,332614.777700152,726.815614689173,3026463.87726853,"scenario 1",0.134126986333902,0.109902113882273
"231",3,26,2021,"Mar","2021 March","Maryland",29245,102.487278227461,347450.314847631,733.227417397325,3124433.89428189,"scenario 1",0.139775567301141,0.111204245826263
"232",1,2,2020,"May","2020 May","Massachusetts",97260,163.630890147994,962647.912947078,1092.436425398,3502067.74436072,"scenario 1",0.149785274770913,0.274879866186827
"233",1,6,2020,"Jun","2020 June","Massachusetts",7180,241.41474713468,816940.477034581,1090.54902708868,3629611.11589685,"scenario 1",0.221369916563182,0.225076585603502
"234",1,10,2020,"Jul","2020 July","Massachusetts",7397,181.770594409732,591119.552845621,1027.99856848501,3643238.94380798,"scenario 1",0.176819890593439,0.162251107314903
"235",2,13,2020,"Aug","2020 August","Massachusetts",9187,239.279981975255,538861.693211226,1165.21667009444,3655764.22056458,"scenario 1",0.205352350439564,0.147400559964999
"236",2,14,2020,"Sep","2020 September","Massachusetts",11094,212.400852019339,499977.137778831,1211.68456442057,3725793.64513119,"scenario 1",0.17529384978252,0.134193459273353
"237",2,17,2020,"Oct","2020 October","Massachusetts",26458,146.264152587739,394829.425412746,1180.19086058396,3662920.68027189,"scenario 1",0.123932626046067,0.107790875062967
"238",3,19,2020,"Nov","2020 November","Massachusetts",67591,124.188605188703,425807.174795181,1187.25864501587,3607972.9018862,"scenario 1",0.104601137848142,0.118018396028577
"239",3,21,2020,"Dec","2020 December","Massachusetts",149011,106.511519146553,375416.635385872,1135.70583746768,3657534.65305731,"scenario 1",0.0937844251853493,0.102641990027918
"240",3,22,2021,"Jan","2021 January","Massachusetts",148847,130.779278648055,454814.778932254,1173.92640338901,3618182.35336179,"scenario 1",0.111403302856558,0.125702558498653
"241",3,24,2021,"Feb","2021 February","Massachusetts",57123,123.331933115705,390829.091432014,1165.16925449156,3632270.74602467,"scenario 1",0.105848942237601,0.107599107764683
"242",3,26,2021,"Mar","2021 March","Massachusetts",54432,116.42745157295,371721.679759725,1159.86374356488,3612832.63189788,"scenario 1",0.100380283648755,0.102889261040707
"243",1,2,2020,"May","2020 May","Michigan",62911,217.641616049753,1782138.89419887,1076.43099263577,4594819.28394165,"scenario 1",0.20218817326769,0.387858321311403
"244",1,6,2020,"Jun","2020 June","Michigan",7907,254.619094557161,1141313.73961995,1102.66067718083,4801731.71286278,"scenario 1",0.230913371471762,0.237687944239497
"245",1,10,2020,"Jul","2020 July","Michigan",19959,255.778150776703,966607.466092756,1047.06419581198,4822711.30567915,"scenario 1",0.24428125018481,0.200428224877258
"246",2,13,2020,"Aug","2020 August","Michigan",22338,192.947146590101,738643.119501736,1258.86096142297,4955488.0389938,"scenario 1",0.153271213027371,0.149055575089576
"247",2,14,2020,"Sep","2020 September","Michigan",24994,161.420524145282,635224.393332327,1269.50727855294,4792626.84845321,"scenario 1",0.12715210607479,0.13254200951141
"248",2,17,2020,"Oct","2020 October","Michigan",59319,120.594933880646,630292.054299131,1246.29753335488,4795569.2972814,"scenario 1",0.0967625552110488,0.131432164822734
"249",3,19,2020,"Nov","2020 November","Michigan",191575,117.761026575567,673849.574586863,1214.85618752798,4736820.1949836,"scenario 1",0.0969341291459284,0.142257790426684
"250",3,21,2020,"Dec","2020 December","Michigan",139709,97.3090179299429,552362.778318701,998.236175758089,4636267.5150224,"scenario 1",0.0974809572053865,0.119139539840818
"251",3,22,2021,"Jan","2021 January","Michigan",82509,118.895960002741,661364.118740671,1131.92251841045,4624458.00982273,"scenario 1",0.105038956349862,0.143014406733909
"252",3,24,2021,"Feb","2021 February","Michigan",34606,135.06645171719,661692.246646476,1060.32528557934,4451586.95920694,"scenario 1",0.127382090716995,0.148641878213328
"253",3,26,2021,"Mar","2021 March","Michigan",100531,109.96607919979,542936.269676913,1087.83819376431,4549175.95252823,"scenario 1",0.101086797494458,0.119348267761587
"254",1,2,2020,"May","2020 May","Minnesota",24862,109.696275137146,698640.519263443,749.885611088662,2976283.93969768,"scenario 1",0.146284011207912,0.234735842889509
"255",1,6,2020,"Jun","2020 June","Minnesota",11460,149.147405037443,491932.634447762,720.432133004196,3040028.65734886,"scenario 1",0.207024920467524,0.161818420118699
"256",1,10,2020,"Jul","2020 July","Minnesota",18786,148.282296917905,446302.796576623,696.729699505159,3057938.11695516,"scenario 1",0.212826146241821,0.14594893013107
"257",2,13,2020,"Aug","2020 August","Minnesota",20761,121.448423034028,257722.95270453,732.79226561598,3072792.93807625,"scenario 1",0.165733767580011,0.0838725413323423
"258",2,14,2020,"Sep","2020 September","Minnesota",23334,137.717050055758,293983.584734496,769.270053492198,3123117.95170524,"scenario 1",0.179023022449106,0.0941314382871703
"259",2,17,2020,"Oct","2020 October","Minnesota",49274,97.7881552007833,256709.232025157,767.920214776354,3029771.28481192,"scenario 1",0.127341556217872,0.0847289144603181
"260",3,19,2020,"Nov","2020 November","Minnesota",170428,85.1003349164965,244234.838676163,770.037787255423,3096070.2354959,"scenario 1",0.110514492048257,0.0788854322088863
"261",3,21,2020,"Dec","2020 December","Minnesota",96484,105.783622982384,354101.243509079,751.918507971486,3014243.33434706,"scenario 1",0.140684957027811,0.11747599786458
"262",3,22,2021,"Jan","2021 January","Minnesota",46505,77.0314427565023,282252.699298813,789.3884595893,2976167.52355019,"scenario 1",0.0975836951006098,0.0948376383605321
"263",3,24,2021,"Feb","2021 February","Minnesota",22703,76.5085115983797,257438.618442727,816.438277850699,2975492.66631736,"scenario 1",0.0937100986982028,0.0865196615528372
"264",3,26,2021,"Mar","2021 March","Minnesota",34956,65.4964823631876,207710.926231784,753.186983722068,2919375.95630676,"scenario 1",0.0869591267224505,0.0711490843730022
"265",1,2,2020,"May","2020 May","Mississippi",15524,88.8931291165788,412699.328236685,712.651020133157,1223295.33102876,"scenario 1",0.124735847708419,0.337366879255247
"266",1,6,2020,"Jun","2020 June","Mississippi",11726,124.763503614684,279080.547574133,763.502921213576,1264512.11465954,"scenario 1",0.163409333675337,0.220702154086734
"267",1,10,2020,"Jul","2020 July","Mississippi",31497,121.693860922056,264001.048347098,747.648704728802,1260624.18846596,"scenario 1",0.162768771151952,0.209420897014802
"268",2,13,2020,"Aug","2020 August","Mississippi",24210,92.8320503686366,193610.619195625,722.513427159029,1277817.0868315,"scenario 1",0.128484879144265,0.151516692953062
"269",2,14,2020,"Sep","2020 September","Mississippi",15235,62.8358194136442,141568.805023976,871.469257514755,1258694.31449812,"scenario 1",0.0721033115876498,0.112472745283213
"270",2,17,2020,"Oct","2020 October","Mississippi",21968,45.6133188255917,139148.031229273,911.043892713402,1267068.67586674,"scenario 1",0.0500670924753576,0.109818855030954
"271",3,19,2020,"Nov","2020 November","Mississippi",33110,27.7599235929856,123108.303523156,868.951501112109,1218362.98110871,"scenario 1",0.0319464591032499,0.10104402828386
"272",3,21,2020,"Dec","2020 December","Mississippi",62541,34.9063784444795,165036.403053986,879.252656275196,1248597.11399798,"scenario 1",0.0397000545808464,0.132177466377079
"273",3,22,2021,"Jan","2021 January","Mississippi",59190,29.9261040103051,148460.714170769,876.213930209516,1256815.63630329,"scenario 1",0.0341538783835009,0.118124496451557
"274",3,24,2021,"Feb","2021 February","Mississippi",19794,31.7759182041039,127494.563766319,856.752668271076,1279923.41414394,"scenario 1",0.0370887881425891,0.0996110879427829
"275",3,26,2021,"Mar","2021 March","Mississippi",10354,28.0000034742939,122766.936170247,799.999997905063,1243886.29125766,"scenario 1",0.0350000044345209,0.0986962691309351
"276",1,2,2020,"May","2020 May","Missouri",13570,79.6669630304689,690194.79708675,678.614699095641,2967392.5393527,"scenario 1",0.117396459488186,0.232593021628782
"277",1,6,2020,"Jun","2020 June","Missouri",8676,125.380232640341,487767.592097523,657.507159322906,2982493.36994057,"scenario 1",0.190690292664579,0.163543562917373
"278",1,10,2020,"Jul","2020 July","Missouri",29349,122.615363573335,439173.457000509,722.73147512051,3100064.65188673,"scenario 1",0.169655491415937,0.141665902591168
"279",2,13,2020,"Aug","2020 August","Missouri",35592,99.0187640697399,305539.734635002,686.951828413318,3037436.84401826,"scenario 1",0.144142223623522,0.100591304552295
"280",2,14,2020,"Sep","2020 September","Missouri",43321,76.0960329160235,240840.660831121,807.484073706236,2975033.38357653,"scenario 1",0.0942384319318567,0.0809539355627624
"281",2,17,2020,"Oct","2020 October","Missouri",62644,61.5221664301321,235306.343852052,823.456819663171,3004384.84288626,"scenario 1",0.0747120734943907,0.0783209728970664
"282",3,19,2020,"Nov","2020 November","Missouri",128807,53.6997748529413,271379.601139948,812.870506301479,3018154.22220741,"scenario 1",0.0660619058468151,0.0899157502102283
"283",3,21,2020,"Dec","2020 December","Missouri",118798,44.5290803777835,248362.163612511,835.527674761044,3086269.15281676,"scenario 1",0.0532945606984455,0.0804732676622961
"284",3,22,2021,"Jan","2021 January","Missouri",91992,42.2336471261146,227929.330946564,803.808454192502,3008128.77867671,"scenario 1",0.0525419294930683,0.0757711347207786
"285",3,24,2021,"Feb","2021 February","Missouri",30185,62.6079865302649,269689.010644387,765.379420211691,3028319.39798742,"scenario 1",0.081799934616675,0.0890556692347639
"286",3,26,2021,"Mar","2021 March","Missouri",88278,46.6299884530856,212744.256939967,737.667889150451,3024949.12690461,"scenario 1",0.0632127128466821,0.0703298627562921
"287",1,2,2020,"May","2020 May","Montana",516,68.0000000000415,112165.612294709,901.999999980781,540316.830390669,"scenario 1",0.0753880266091911,0.207592297677659
"288",1,6,2020,"Jun","2020 June","Montana",457,74.0051986680998,65451.3025142492,866.710710835007,542178.897053867,"scenario 1",0.085386274500752,0.120719015199418
"289",1,10,2020,"Jul","2020 July","Montana",2995,75.4138257928235,58559.8461981099,971.034384073397,538673.061081332,"scenario 1",0.0776633938300615,0.108711295271675
"290",2,13,2020,"Aug","2020 August","Montana",3459,65.3490110786701,56383.2110984752,1007.72029020635,536309.668252246,"scenario 1",0.0648483628976933,0.105131819238351
"291",2,14,2020,"Sep","2020 September","Montana",5645,40.9196096952056,32580.3592074989,1025.3283770218,532024.680562721,"scenario 1",0.0399087849436702,0.0612384357301598
"292",2,17,2020,"Oct","2020 October","Montana",19735,31.5276275509965,32345.0486035572,1007.15602084679,531323.628889808,"scenario 1",0.0313036182065305,0.0608763601783373
"293",3,19,2020,"Nov","2020 November","Montana",29449,29.6531246729085,38474.2419114224,965.054335857464,527483.028347813,"scenario 1",0.0307268964773484,0.0729392982214646
"294",3,21,2020,"Dec","2020 December","Montana",19375,28.8589577496366,40009.6310108086,944.5280601572,522491.41461248,"scenario 1",0.0305538384374029,0.076574714707002
"295",3,22,2021,"Jan","2021 January","Montana",12320,30.4143376864138,43106.2386002953,946.523808884328,530754.221037234,"scenario 1",0.0321326705159834,0.0812169491861116
"296",3,24,2021,"Feb","2021 February","Montana",6006,31.4740223215673,42455.1140222296,904.968858721086,538286.634351627,"scenario 1",0.0347791219755858,0.0788708307301134
"297",3,26,2021,"Mar","2021 March","Montana",4599,30.3842847854051,40187.7583624378,856.975153191273,531836.08645995,"scenario 1",0.0354552692365206,0.075564181118169
"298",1,2,2020,"May","2020 May","Nebraska",14173,61.8572885954765,168927.888926118,661.526129478644,1015423.13696128,"scenario 1",0.0935069467992548,0.166362064027462
"299",1,6,2020,"Jun","2020 June","Nebraska",5056,67.7652525578773,88270.3600346057,640.083665684972,1015778.2216922,"scenario 1",0.105869367069943,0.086899244490155
"300",1,10,2020,"Jul","2020 July","Nebraska",7025,78.0446432094789,95699.3451009549,661.179862157606,1036187.56509005,"scenario 1",0.118038445627788,0.0923571642095879
"301",2,13,2020,"Aug","2020 August","Nebraska",8088,67.0638135215778,65339.9493892531,804.267252714737,1004899.96725766,"scenario 1",0.0833849858926986,0.0650213469183043
"302",2,14,2020,"Sep","2020 September","Nebraska",11240,45.2828502515051,41958.6249477843,801.964062753703,977022.687006253,"scenario 1",0.0564649369649028,0.0429453947239977
"303",2,17,2020,"Oct","2020 October","Nebraska",25162,43.7423878910801,50455.4015890254,788.343415790329,1015840.11027109,"scenario 1",0.0554864631516299,0.0496686447787149
"304",3,19,2020,"Nov","2020 November","Nebraska",57667,30.4269695035901,42420.1337204675,734.537342980375,1000229.73075561,"scenario 1",0.0414233119586992,0.0424103907493548
"305",3,21,2020,"Dec","2020 December","Nebraska",38393,35.303300069078,54547.5649337307,712.95280446489,1001867.12779526,"scenario 1",0.0495170225125561,0.0544459074665618
"306",3,22,2021,"Jan","2021 January","Nebraska",23924,46.389126309159,73535.0098493313,713.110230740612,1010322.86624244,"scenario 1",0.065051831132728,0.0727836737208772
"307",3,24,2021,"Feb","2021 February","Nebraska",10188,36.8416425732458,56218.4166405253,745.80497566919,996374.933281737,"scenario 1",0.0493984939429894,0.0564229536118096
"308",3,26,2021,"Mar","2021 March","Nebraska",8481,23.2827256539352,35653.7931701016,782.230254582621,988063.087508104,"scenario 1",0.0297645424956853,0.036084531059672
"309",1,2,2020,"May","2020 May","Nevada",8750,152.248702903459,663974.369537639,589.043672472883,1469092.8219929,"scenario 1",0.258467597596454,0.451962163042172
"310",1,6,2020,"Jun","2020 June","Nevada",9707,215.443698784566,531816.605163915,546.364910918514,1496720.38641211,"scenario 1",0.394321989716315,0.35532128111034
"311",1,10,2020,"Jul","2020 July","Nevada",29634,191.987716126068,401889.856680446,554.056834730911,1517394.99014372,"scenario 1",0.346512675399648,0.264855136131945
"312",2,13,2020,"Aug","2020 August","Nevada",21141,247.46917622847,387076.472943922,603.501784643331,1537831.49516628,"scenario 1",0.410055417441267,0.251702786788139
"313",2,14,2020,"Sep","2020 September","Nevada",10748,257.4077917323,403682.015657143,725.690762300689,1548522.79110811,"scenario 1",0.354707273544765,0.260688456104848
"314",2,17,2020,"Oct","2020 October","Nevada",20782,156.853404240008,343412.791345009,776.763531173315,1524965.43160476,"scenario 1",0.201931988237242,0.225193820284586
"315",3,19,2020,"Nov","2020 November","Nevada",51416,134.808372849776,341819.828389075,748.918461580814,1509300.99377903,"scenario 1",0.180004072225998,0.226475586909419
"316",3,21,2020,"Dec","2020 December","Nevada",72571,119.316830934133,302883.141869053,705.90281081156,1425226.92990297,"scenario 1",0.169027278410971,0.212515730312276
"317",3,22,2021,"Jan","2021 January","Nevada",53559,114.084897591065,298605.451684451,734.823329195171,1475908.62735588,"scenario 1",0.155254866113217,0.202319741310414
"318",3,24,2021,"Feb","2021 February","Nevada",15446,138.116837801916,323713.56259383,748.892157070842,1495728.88010006,"scenario 1",0.184428207049377,0.216425293982539
"319",3,26,2021,"Mar","2021 March","Nevada",10008,108.262570808406,273941.370616157,738.041733598978,1527746.65973398,"scenario 1",0.14668895521731,0.179310731180951
"320",1,2,2020,"May","2020 May","New Hampshire",4679,99.9999999999808,165188.083359924,762.999999965591,735684.839428064,"scenario 1",0.131061598957393,0.22453647881115
"321",1,6,2020,"Jun","2020 June","New Hampshire",1187,91.9999999999848,93128.8281350511,754.999999962018,754549.5328344,"scenario 1",0.121854304641872,0.12342308103382
"322",1,10,2020,"Jul","2020 July","New Hampshire",722,88.0000000000128,90437.1654015717,802.999999960736,758707.496096932,"scenario 1",0.109589041101265,0.119198987576653
"323",2,13,2020,"Aug","2020 August","New Hampshire",691,60.000000000002,50570.5726142543,801.999999965506,747378.525837986,"scenario 1",0.0748129675842676,0.0676639358316495
"324",2,14,2020,"Sep","2020 September","New Hampshire",994,76.1906142659279,58557.0574303156,784.721670934851,745917.23145131,"scenario 1",0.0970925324072686,0.0785034249931226
"325",2,17,2020,"Oct","2020 October","New Hampshire",2811,53.2309180653605,59629.7040283602,781.205255424562,737694.691672773,"scenario 1",0.0681394776798206,0.0808324971041146
"326",3,19,2020,"Nov","2020 November","New Hampshire",10497,42.2230794283398,52054.2160639611,771.856210773539,738431.793505748,"scenario 1",0.0547032968563208,0.0704929236819973
"327",3,21,2020,"Dec","2020 December","New Hampshire",24106,37.759193212191,43821.4003170927,758.077735811034,744784.458162349,"scenario 1",0.0498091309485486,0.0588376943649117
"328",3,22,2021,"Jan","2021 January","New Hampshire",21823,32.7340929263758,43669.2398031971,745.665087464266,727970.08344007,"scenario 1",0.0438991894305961,0.0599876846543408
"329",3,24,2021,"Feb","2021 February","New Hampshire",8500,42.8621021019408,45468.6333164842,736.474039366607,730318.756367541,"scenario 1",0.0581990671915655,0.0622586136807386
"330",3,26,2021,"Mar","2021 March","New Hampshire",8166,37.0000000002402,40379.2956216702,672.999999971596,685898.772724942,"scenario 1",0.0549777117411617,0.0588706340168115
"331",1,2,2020,"May","2020 May","New Jersey",161141,156.137848979657,1643680.15123649,907.516623442029,4423929.92602723,"scenario 1",0.17204957457138,0.371542989767142
"332",1,6,2020,"Jun","2020 June","New Jersey",12061,198.724302043055,1115980.30627499,891.966753115917,4585850.57047326,"scenario 1",0.222793395996935,0.243352959091257
"333",1,10,2020,"Jul","2020 July","New Jersey",10812,197.06235127574,977478.184223469,993.123879988694,4632072.34003694,"scenario 1",0.198426757473583,0.211023946188128
"334",2,13,2020,"Aug","2020 August","New Jersey",12119,202.07824472792,757851.37653063,1076.11712819467,4551518.12417177,"scenario 1",0.187784618823913,0.166505187028896
"335",2,14,2020,"Sep","2020 September","New Jersey",14547,189.253516251386,707633.416376484,1043.71564705658,4318174.03405954,"scenario 1",0.181326702138755,0.163873297091557
"336",2,17,2020,"Oct","2020 October","New Jersey",39410,138.3772830022,678963.435711277,1064.71564364363,4395492.46009461,"scenario 1",0.129966422329112,0.154468115205608
"337",3,19,2020,"Nov","2020 November","New Jersey",118971,118.062185936628,718767.31481336,1060.82321460043,4429900.98888353,"scenario 1",0.111292988607057,0.162253584587341
"338",3,21,2020,"Dec","2020 December","New Jersey",160038,95.9067211002439,621525.346336494,1023.76517809934,4369302.10783895,"scenario 1",0.0936803899486979,0.142248196850801
"339",3,22,2021,"Jan","2021 January","New Jersey",168040,115.38830321243,682876.748838954,1030.5080195728,4334429.95960993,"scenario 1",0.111972251569924,0.157547071980005
"340",3,24,2021,"Feb","2021 February","New Jersey",92336,124.009243488501,675842.412969365,968.747912285861,4289479.4445179,"scenario 1",0.128009817534355,0.157558142359935
